"tripduration","starttime","stoptime","start station name","end station name"
303,"2018-03-12 21:13:23.6150","2018-03-12 21:18:26.7460","Broadway & W 41 St","W 43 St & 10 Ave"
1090,"2018-03-12 21:27:10.6680","2018-03-12 21:45:21.5130","Broadway & W 41 St","E 11 St & 1 Ave"
462,"2018-03-12 21:34:39.9840","2018-03-12 21:42:22.6620","Broadway & W 41 St","W 54 St & 9 Ave"
302,"2018-03-12 21:37:50.9860","2018-03-12 21:42:53.6540","Broadway & W 41 St","Broadway & W 38 St"
164,"2018-03-13 06:24:07.6710","2018-03-13 06:26:51.8070","Broadway & W 41 St","W 45 St & 6 Ave (OLD)"
223,"2018-03-13 06:55:29.1220","2018-03-13 06:59:12.1470","Broadway & W 41 St","W 37 St & 5 Ave"
1067,"2018-03-13 07:30:01.6830","2018-03-13 07:47:49.2320","Broadway & W 41 St","Washington Pl & Broadway"
359,"2018-03-13 07:51:40.6740","2018-03-13 07:57:39.7110","Broadway & W 41 St","E 45 St & 3 Ave"
569,"2018-03-13 08:39:17.9800","2018-03-13 08:48:47.2320","Broadway & W 41 St","12 Ave & W 40 St"
504,"2018-03-13 08:59:56.1010","2018-03-13 09:08:20.9120","Broadway & W 41 St","Broadway & W 29 St"
207,"2018-03-13 09:19:06.2760","2018-03-13 09:22:33.6140","Broadway & W 41 St","Pershing Square North"
398,"2018-03-13 09:32:46.3670","2018-03-13 09:39:25.1330","Broadway & W 41 St","Broadway & W 25 St"
204,"2018-03-13 09:35:20.1790","2018-03-13 09:38:44.4700","Broadway & W 41 St","6 Ave & W 33 St"
256,"2018-03-13 09:36:37.6940","2018-03-13 09:40:54.1410","Broadway & W 41 St","Pershing Square South"
204,"2018-03-13 09:38:08.3540","2018-03-13 09:41:33.1000","Broadway & W 41 St","W 44 St & 5 Ave"
162,"2018-03-13 09:39:22.8400","2018-03-13 09:42:05.4530","Broadway & W 41 St","W 45 St & 6 Ave (OLD)"
672,"2018-03-13 09:43:09.8560","2018-03-13 09:54:21.9200","Broadway & W 41 St","FDR Drive & E 35 St"
421,"2018-03-13 10:15:35.5470","2018-03-13 10:22:36.7380","Broadway & W 41 St","E 47 St & Park Ave"
1771,"2018-03-13 11:25:14.3400","2018-03-13 11:54:45.5940","Broadway & W 41 St","W 36 St & 9 Ave"
728,"2018-03-13 13:32:32.2970","2018-03-13 13:44:40.3680","Broadway & W 41 St","E 53 St & Madison Ave"
267,"2018-03-13 13:33:04.7200","2018-03-13 13:37:32.1340","Broadway & W 41 St","W 45 St & 8 Ave"
442,"2018-03-13 13:39:58.5540","2018-03-13 13:47:21.1100","Broadway & W 41 St","E 53 St & Madison Ave"
233,"2018-03-13 14:16:08.6070","2018-03-13 14:20:02.4760","Broadway & W 41 St","W 42 St & 8 Ave"
291,"2018-03-13 14:35:34.6960","2018-03-13 14:40:26.5890","Broadway & W 41 St","Broadway & W 29 St"
541,"2018-03-13 14:57:00.9230","2018-03-13 15:06:02.1080","Broadway & W 41 St","Broadway & E 22 St"
93,"2018-03-13 15:06:48.6880","2018-03-13 15:08:21.8740","Broadway & W 41 St","W 41 St & 8 Ave"
835,"2018-03-13 15:26:47.3260","2018-03-13 15:40:42.4250","Broadway & W 41 St","E 25 St & 1 Ave"
824,"2018-03-13 15:55:14.1910","2018-03-13 16:08:58.6580","Broadway & W 41 St","E 15 St & 3 Ave"
457,"2018-03-13 15:59:35.4710","2018-03-13 16:07:13.0330","Broadway & W 41 St","E 31 St & 3 Ave"
325,"2018-03-13 16:23:25.1120","2018-03-13 16:28:50.5120","Broadway & W 41 St","W 27 St & 7 Ave"
541,"2018-03-13 16:36:26.5410","2018-03-13 16:45:27.7860","Broadway & W 41 St","Broadway & W 58 St"
521,"2018-03-13 16:39:51.4730","2018-03-13 16:48:33.2830","Broadway & W 41 St","11 Ave & W 41 St"
1369,"2018-03-13 16:44:22.3450","2018-03-13 17:07:11.6760","Broadway & W 41 St","Mercer St & Spring St"
501,"2018-03-13 16:46:23.7840","2018-03-13 16:54:45.1940","Broadway & W 41 St","E 30 St & Park Ave S"
427,"2018-03-13 16:52:45.2880","2018-03-13 16:59:52.6230","Broadway & W 41 St","Broadway & W 41 St"
577,"2018-03-13 16:54:09.9160","2018-03-13 17:03:46.9220","Broadway & W 41 St","FDR Drive & E 35 St"
599,"2018-03-13 16:56:00.0620","2018-03-13 17:05:59.3820","Broadway & W 41 St","W 13 St & 5 Ave"
172,"2018-03-13 16:58:07.9450","2018-03-13 17:01:00.4650","Broadway & W 41 St","6 Ave & W 33 St"
243,"2018-03-13 17:03:57.5080","2018-03-13 17:08:00.8320","Broadway & W 41 St","8 Ave & W 31 St"
124,"2018-03-13 17:05:26.5030","2018-03-13 17:07:30.9170","Broadway & W 41 St","Broadway & W 36 St"
356,"2018-03-13 17:08:11.4160","2018-03-13 17:14:07.9080","Broadway & W 41 St","W 52 St & 5 Ave"
305,"2018-03-13 17:10:27.9170","2018-03-13 17:15:33.2790","Broadway & W 41 St","W 33 St & 7 Ave"
207,"2018-03-13 17:10:38.6180","2018-03-13 17:14:05.9760","Broadway & W 41 St","W 33 St & 7 Ave"
1466,"2018-03-13 17:14:27.1870","2018-03-13 17:38:54.1530","Broadway & W 41 St","Henry St & Grand St"
1126,"2018-03-13 17:19:36.3610","2018-03-13 17:38:23.3270","Broadway & W 41 St","Amsterdam Ave & W 66 St"
419,"2018-03-13 17:21:23.5200","2018-03-13 17:28:22.9140","Broadway & W 41 St","W 20 St & 7 Ave"
1080,"2018-03-13 17:25:23.5670","2018-03-13 17:43:24.4740","Broadway & W 41 St","1 Ave & E 62 St"
493,"2018-03-13 17:25:42.4960","2018-03-13 17:33:56.1710","Broadway & W 41 St","E 24 St & Park Ave S"
595,"2018-03-13 17:26:37.0300","2018-03-13 17:36:32.1520","Broadway & W 41 St","Lexington Ave & E 24 St"
1386,"2018-03-13 17:28:38.4600","2018-03-13 17:51:45.2460","Broadway & W 41 St","LaGuardia Pl & W 3 St"
1700,"2018-03-13 17:29:39.5350","2018-03-13 17:58:00.3820","Broadway & W 41 St","Schermerhorn St & Bond St"
1187,"2018-03-13 17:35:37.5370","2018-03-13 17:55:25.1330","Broadway & W 41 St","Riverside Dr & W 72 St"
395,"2018-03-13 17:38:26.7250","2018-03-13 17:45:02.4840","Broadway & W 41 St","W 27 St & 7 Ave"
233,"2018-03-13 17:38:27.3140","2018-03-13 17:42:20.3530","Broadway & W 41 St","8 Ave & W 33 St"
304,"2018-03-13 17:38:41.4570","2018-03-13 17:43:45.6370","Broadway & W 41 St","Pershing Square North"
142,"2018-03-13 17:40:41.3770","2018-03-13 17:43:03.8970","Broadway & W 41 St","Broadway & W 36 St"
307,"2018-03-13 17:42:45.1620","2018-03-13 17:47:52.1690","Broadway & W 41 St","W 52 St & 6 Ave"
813,"2018-03-13 17:43:31.3800","2018-03-13 17:57:04.6240","Broadway & W 41 St","MacDougal St & Washington Sq"
445,"2018-03-13 17:43:40.2790","2018-03-13 17:51:06.1480","Broadway & W 41 St","W 53 St & 10 Ave"
1532,"2018-03-13 17:45:11.8050","2018-03-13 18:10:44.5460","Broadway & W 41 St","E 85 St & 3 Ave"
531,"2018-03-13 17:50:32.5200","2018-03-13 17:59:24.1920","Broadway & W 41 St","W 26 St & 10 Ave"
109,"2018-03-13 17:56:57.1350","2018-03-13 17:58:46.7910","Broadway & W 41 St","Broadway & W 36 St"
592,"2018-03-13 17:57:54.8470","2018-03-13 18:07:47.6570","Broadway & W 41 St","Broadway & E 22 St"
615,"2018-03-13 17:59:49.5910","2018-03-13 18:10:04.9710","Broadway & W 41 St","W 54 St & 9 Ave"
718,"2018-03-13 18:08:12.2000","2018-03-13 18:20:11.1030","Broadway & W 41 St","E 19 St & 3 Ave"
1269,"2018-03-13 18:11:27.8120","2018-03-13 18:32:37.2490","Broadway & W 41 St","Grand St & Greene St"
966,"2018-03-13 18:13:01.0120","2018-03-13 18:29:07.5500","Broadway & W 41 St","MacDougal St & Prince St"
239,"2018-03-13 18:13:52.8540","2018-03-13 18:17:52.1600","Broadway & W 41 St","W 42 St & Dyer Ave"
431,"2018-03-13 18:23:11.0180","2018-03-13 18:30:22.8600","Broadway & W 41 St","W 27 St & 7 Ave"
584,"2018-03-13 18:27:38.8050","2018-03-13 18:37:23.4050","Broadway & W 41 St","E 25 St & 2 Ave"
685,"2018-03-13 18:28:11.7910","2018-03-13 18:39:37.5890","Broadway & W 41 St","W 54 St & 9 Ave"
525,"2018-03-13 18:42:21.4320","2018-03-13 18:51:07.3660","Broadway & W 41 St","W 15 St & 7 Ave"
281,"2018-03-13 19:05:45.9450","2018-03-13 19:10:27.5580","Broadway & W 41 St","W 33 St & 7 Ave"
444,"2018-03-13 19:08:11.9430","2018-03-13 19:15:35.9540","Broadway & W 41 St","12 Ave & W 40 St"
334,"2018-03-13 19:16:00.5730","2018-03-13 19:21:34.6340","Broadway & W 41 St","W 37 St & 10 Ave"
402,"2018-03-13 19:35:31.9720","2018-03-13 19:42:14.3030","Broadway & W 41 St","8 Ave & W 52 St"
1607,"2018-03-13 19:39:09.2930","2018-03-13 20:05:56.8530","Broadway & W 41 St","E 30 St & Park Ave S"
443,"2018-03-13 19:39:42.3040","2018-03-13 19:47:05.9340","Broadway & W 41 St","11 Ave & W 41 St"
764,"2018-03-13 19:40:28.3420","2018-03-13 19:53:12.8180","Broadway & W 41 St","Barrow St & Hudson St"
644,"2018-03-13 19:41:36.2580","2018-03-13 19:52:20.9730","Broadway & W 41 St","E 12 St & 3 Ave"
514,"2018-03-13 19:42:55.8480","2018-03-13 19:51:30.2850","Broadway & W 41 St","8 Ave & W 52 St"
227,"2018-03-13 19:44:31.0380","2018-03-13 19:48:18.0530","Broadway & W 41 St","Pershing Square North"
469,"2018-03-13 20:14:13.4020","2018-03-13 20:22:03.1430","Broadway & W 41 St","W 47 St & 10 Ave"
444,"2018-03-13 20:31:25.4080","2018-03-13 20:38:49.4170","Broadway & W 41 St","W 34 St & 11 Ave"
510,"2018-03-13 21:16:34.0160","2018-03-13 21:25:04.9210","Broadway & W 41 St","W 22 St & 8 Ave"
1843,"2018-03-13 21:59:21.3820","2018-03-13 22:30:05.3040","Broadway & W 41 St","Division St & Bowery"
511,"2018-03-13 22:02:31.4340","2018-03-13 22:11:03.4250","Broadway & W 41 St","E 16 St & 5 Ave"
438,"2018-03-13 22:36:52.8610","2018-03-13 22:44:11.0770","Broadway & W 41 St","Lexington Ave & E 29 St"
285,"2018-03-14 01:37:28.5740","2018-03-14 01:42:14.2630","Broadway & W 41 St","Broadway & W 49 St"
195,"2018-03-14 06:22:56.4510","2018-03-14 06:26:12.3990","Broadway & W 41 St","W 45 St & 6 Ave (OLD)"
299,"2018-03-14 06:24:41.5370","2018-03-14 06:29:40.7220","Broadway & W 41 St","W 52 St & 6 Ave"
594,"2018-03-14 06:26:10.6020","2018-03-14 06:36:04.8680","Broadway & W 41 St","FDR Drive & E 35 St"
523,"2018-03-14 06:27:08.0310","2018-03-14 06:35:51.2490","Broadway & W 41 St","E 39 St & 2 Ave"
267,"2018-03-14 06:29:17.1660","2018-03-14 06:33:45.0050","Broadway & W 41 St","E 32 St & Park Ave"
442,"2018-03-14 06:43:04.6180","2018-03-14 06:50:27.4740","Broadway & W 41 St","E 47 St & 2 Ave"
317,"2018-03-14 06:44:48.5480","2018-03-14 06:50:05.7430","Broadway & W 41 St","W 55 St & 6 Ave"
366,"2018-03-14 07:01:03.8130","2018-03-14 07:07:10.3320","Broadway & W 41 St","Broadway & W 25 St"
320,"2018-03-14 07:16:40.9420","2018-03-14 07:22:01.7040","Broadway & W 41 St","E 47 St & Park Ave"
1039,"2018-03-14 07:17:15.0560","2018-03-14 07:34:34.7670","Broadway & W 41 St","MacDougal St & Washington Sq"
1044,"2018-03-14 07:18:54.5440","2018-03-14 07:36:18.7810","Broadway & W 41 St","Washington Pl & Broadway"
249,"2018-03-14 07:29:05.4450","2018-03-14 07:33:15.0610","Broadway & W 41 St","E 48 St & 5 Ave"
484,"2018-03-14 07:41:42.6540","2018-03-14 07:49:47.5660","Broadway & W 41 St","Lexington Ave & E 24 St"
424,"2018-03-14 07:48:32.3940","2018-03-14 07:55:36.5770","Broadway & W 41 St","Broadway & W 25 St"
540,"2018-03-14 07:49:18.2130","2018-03-14 07:58:18.8610","Broadway & W 41 St","E 33 St & 2 Ave"
804,"2018-03-14 07:54:52.7600","2018-03-14 08:08:17.4530","Broadway & W 41 St","University Pl & E 14 St"
507,"2018-03-14 07:57:24.3400","2018-03-14 08:05:51.3780","Broadway & W 41 St","1 Ave & E 44 St"
268,"2018-03-14 07:59:00.4860","2018-03-14 08:03:28.4930","Broadway & W 41 St","Pershing Square South"
324,"2018-03-14 08:00:54.3570","2018-03-14 08:06:18.4410","Broadway & W 41 St","5 Ave & E 29 St"
620,"2018-03-14 08:02:09.7690","2018-03-14 08:12:30.4370","Broadway & W 41 St","E 47 St & 2 Ave"
389,"2018-03-14 08:02:09.9640","2018-03-14 08:08:39.5980","Broadway & W 41 St","E 47 St & Park Ave"
1282,"2018-03-14 08:03:52.6280","2018-03-14 08:25:14.7040","Broadway & W 41 St","E 20 St & 2 Ave"
711,"2018-03-14 08:13:16.6990","2018-03-14 08:25:07.8710","Broadway & W 41 St","1 Ave & E 44 St"
389,"2018-03-14 08:14:42.8260","2018-03-14 08:21:12.5440","Broadway & W 41 St","E 47 St & Park Ave"
353,"2018-03-14 08:16:00.1560","2018-03-14 08:21:53.3440","Broadway & W 41 St","5 Ave & E 29 St"
624,"2018-03-14 08:16:44.9550","2018-03-14 08:27:09.0030","Broadway & W 41 St","E 58 St & 3 Ave"
302,"2018-03-14 08:17:39.1920","2018-03-14 08:22:41.7650","Broadway & W 41 St","W 52 St & 6 Ave"
192,"2018-03-14 08:19:11.9370","2018-03-14 08:22:24.5660","Broadway & W 41 St","6 Ave & W 33 St"
424,"2018-03-14 08:26:51.3740","2018-03-14 08:33:56.1860","Broadway & W 41 St","W 52 St & 6 Ave"
732,"2018-03-14 08:33:43.7970","2018-03-14 08:45:56.6920","Broadway & W 41 St","E 45 St & 3 Ave"
2551,"2018-03-14 08:33:55.3140","2018-03-14 09:16:26.6620","Broadway & W 41 St","Fulton St & Adams St"
428,"2018-03-14 08:37:40.3060","2018-03-14 08:44:48.5690","Broadway & W 41 St","E 45 St & 3 Ave"
241,"2018-03-14 08:42:06.3690","2018-03-14 08:46:07.4570","Broadway & W 41 St","E 41 St & Madison Ave"
335,"2018-03-14 08:44:45.2330","2018-03-14 08:50:21.0920","Broadway & W 41 St","Pershing Square South"
275,"2018-03-14 08:49:33.2100","2018-03-14 08:54:09.1160","Broadway & W 41 St","Pershing Square North"
390,"2018-03-14 08:51:20.4800","2018-03-14 08:57:51.4250","Broadway & W 41 St","Broadway & W 29 St"
425,"2018-03-14 08:55:08.5170","2018-03-14 09:02:14.2190","Broadway & W 41 St","E 48 St & 3 Ave"
308,"2018-03-14 08:56:33.8680","2018-03-14 09:01:42.6130","Broadway & W 41 St","Broadway & W 32 St"
701,"2018-03-14 08:58:12.3930","2018-03-14 09:09:53.7120","Broadway & W 41 St","1 Ave & E 44 St"
897,"2018-03-14 09:00:13.4270","2018-03-14 09:15:11.3360","Broadway & W 41 St","E 15 St & 3 Ave"
308,"2018-03-14 09:02:23.0060","2018-03-14 09:07:31.9060","Broadway & W 41 St","E 41 St & Madison Ave"
328,"2018-03-14 09:02:44.7800","2018-03-14 09:08:13.3590","Broadway & W 41 St","E 48 St & 5 Ave"
284,"2018-03-14 09:04:06.5190","2018-03-14 09:08:51.3930","Broadway & W 41 St","W 52 St & 6 Ave"
787,"2018-03-14 09:05:50.6520","2018-03-14 09:18:58.2940","Broadway & W 41 St","W 52 St & 6 Ave"
562,"2018-03-14 09:06:51.3410","2018-03-14 09:16:13.6490","Broadway & W 41 St","E 51 St & Lexington Ave"
447,"2018-03-14 09:14:23.1210","2018-03-14 09:21:50.2700","Broadway & W 41 St","11 Ave & W 41 St"
351,"2018-03-14 09:17:51.5200","2018-03-14 09:23:43.3080","Broadway & W 41 St","W 52 St & 6 Ave"
232,"2018-03-14 09:18:45.8750","2018-03-14 09:22:38.5010","Broadway & W 41 St","Pershing Square South"
225,"2018-03-14 09:19:04.0150","2018-03-14 09:22:49.5770","Broadway & W 41 St","Pershing Square North"
431,"2018-03-14 09:19:28.8380","2018-03-14 09:26:40.7470","Broadway & W 41 St","E 45 St & 3 Ave"
733,"2018-03-14 09:21:12.0220","2018-03-14 09:33:25.7180","Broadway & W 41 St","W 13 St & 5 Ave"
322,"2018-03-14 09:32:42.4110","2018-03-14 09:38:05.3240","Broadway & W 41 St","Broadway & W 25 St"
83,"2018-03-14 09:36:55.1280","2018-03-14 09:38:18.5780","Broadway & W 41 St","W 41 St & 8 Ave"
638,"2018-03-14 09:44:40.8610","2018-03-14 09:55:19.4590","Broadway & W 41 St","1 Ave & E 44 St"
262,"2018-03-14 09:48:24.9240","2018-03-14 09:52:47.5780","Broadway & W 41 St","W 31 St & 7 Ave"
1800,"2018-03-14 09:48:49.2180","2018-03-14 10:18:49.3480","Broadway & W 41 St","W 55 St & 6 Ave"
1457,"2018-03-14 09:56:50.4000","2018-03-14 10:21:07.8020","Broadway & W 41 St","W 21 St & 6 Ave"
452,"2018-03-14 10:11:17.4580","2018-03-14 10:18:49.8220","Broadway & W 41 St","E 30 St & Park Ave S"
806,"2018-03-14 10:18:41.5020","2018-03-14 10:32:07.7500","Broadway & W 41 St","E 30 St & Park Ave S"
2513,"2018-03-14 10:30:33.6910","2018-03-14 11:12:26.8100","Broadway & W 41 St","E 30 St & Park Ave S"
206,"2018-03-14 10:42:47.9780","2018-03-14 10:46:14.1590","Broadway & W 41 St","W 37 St & 5 Ave"
357,"2018-03-14 10:52:30.4470","2018-03-14 10:58:28.1540","Broadway & W 41 St","Broadway & W 29 St"
738,"2018-03-14 11:08:27.4260","2018-03-14 11:20:46.2690","Broadway & W 41 St","Broadway & W 41 St"
300,"2018-03-14 11:22:58.6330","2018-03-14 11:27:59.1670","Broadway & W 41 St","E 41 St & 5 Ave"
702,"2018-03-14 11:27:05.8950","2018-03-14 11:38:48.7000","Broadway & W 41 St","W 46 St & 11 Ave"
707,"2018-03-14 11:27:11.2380","2018-03-14 11:38:58.5320","Broadway & W 41 St","W 46 St & 11 Ave"
316,"2018-03-14 11:48:18.1600","2018-03-14 11:53:34.4860","Broadway & W 41 St","E 33 St & 5 Ave"
461,"2018-03-14 12:02:46.8430","2018-03-14 12:10:28.1780","Broadway & W 41 St","E 47 St & Park Ave"
536,"2018-03-14 12:20:58.3830","2018-03-14 12:29:55.0050","Broadway & W 41 St","Broadway & W 56 St"
794,"2018-03-14 12:24:42.6190","2018-03-14 12:37:56.9150","Broadway & W 41 St","Central Park West & W 68 St"
857,"2018-03-14 12:24:43.1740","2018-03-14 12:39:00.5680","Broadway & W 41 St","E 53 St & Madison Ave"
276,"2018-03-14 12:41:01.9770","2018-03-14 12:45:38.5470","Broadway & W 41 St","W 55 St & 6 Ave"
424,"2018-03-14 12:46:10.1470","2018-03-14 12:53:14.7350","Broadway & W 41 St","11 Ave & W 41 St"
1515,"2018-03-14 12:46:11.1550","2018-03-14 13:11:26.6780","Broadway & W 41 St","Little West St & 1 Pl"
587,"2018-03-14 12:49:01.5650","2018-03-14 12:58:48.5940","Broadway & W 41 St","W 22 St & 10 Ave"
428,"2018-03-14 12:59:00.6790","2018-03-14 13:06:08.7920","Broadway & W 41 St","E 45 St & 3 Ave"
254,"2018-03-14 13:01:16.4410","2018-03-14 13:05:31.4390","Broadway & W 41 St","E 41 St & Madison Ave"
254,"2018-03-14 13:10:50.5750","2018-03-14 13:15:05.5020","Broadway & W 41 St","E 41 St & Madison Ave"
724,"2018-03-14 13:19:58.9050","2018-03-14 13:32:03.3980","Broadway & W 41 St","W 52 St & 6 Ave"
376,"2018-03-14 13:22:56.1990","2018-03-14 13:29:13.0840","Broadway & W 41 St","11 Ave & W 41 St"
103,"2018-03-14 13:40:25.1810","2018-03-14 13:42:08.3150","Broadway & W 41 St","Broadway & W 38 St"
551,"2018-03-14 13:42:15.5160","2018-03-14 13:51:27.2780","Broadway & W 41 St","Lexington Ave & E 24 St"
1558,"2018-03-14 13:43:12.9030","2018-03-14 14:09:11.6440","Broadway & W 41 St","W 16 St & The High Line"
348,"2018-03-14 13:45:20.7890","2018-03-14 13:51:09.4350","Broadway & W 41 St","W 43 St & 10 Ave"
349,"2018-03-14 13:48:03.7940","2018-03-14 13:53:53.1980","Broadway & W 41 St","5 Ave & E 29 St"
1016,"2018-03-14 14:09:15.0390","2018-03-14 14:26:11.3870","Broadway & W 41 St","6 Ave & W 33 St"
1097,"2018-03-14 14:26:18.7450","2018-03-14 14:44:35.9530","Broadway & W 41 St","E 5 St & Avenue C"
491,"2018-03-14 14:38:13.4000","2018-03-14 14:46:25.1280","Broadway & W 41 St","Broadway & E 22 St"
386,"2018-03-14 14:46:43.0550","2018-03-14 14:53:09.5890","Broadway & W 41 St","E 39 St & 3 Ave"
698,"2018-03-14 14:47:14.7050","2018-03-14 14:58:52.8660","Broadway & W 41 St","W 22 St & 8 Ave"
216,"2018-03-14 15:22:16.2710","2018-03-14 15:25:52.7220","Broadway & W 41 St","Pershing Square North"
541,"2018-03-14 15:32:48.1950","2018-03-14 15:41:49.8860","Broadway & W 41 St","W 27 St & 7 Ave"
958,"2018-03-14 15:33:05.8700","2018-03-14 15:49:04.2570","Broadway & W 41 St","E 9 St & Avenue C"
602,"2018-03-14 16:10:12.6070","2018-03-14 16:20:14.9200","Broadway & W 41 St","Broadway & W 41 St"
252,"2018-03-14 16:35:30.6120","2018-03-14 16:39:43.5920","Broadway & W 41 St","W 33 St & 7 Ave"
968,"2018-03-14 16:38:42.7170","2018-03-14 16:54:51.5440","Broadway & W 41 St","Broadway & E 22 St"
537,"2018-03-14 16:43:57.7790","2018-03-14 16:52:54.9590","Broadway & W 41 St","E 55 St & Lexington Ave"
1376,"2018-03-14 16:46:41.5830","2018-03-14 17:09:38.1520","Broadway & W 41 St","E 84 St & 1 Ave"
593,"2018-03-14 16:49:19.0730","2018-03-14 16:59:12.6620","Broadway & W 41 St","Lexington Ave & E 24 St"
530,"2018-03-14 16:54:47.0090","2018-03-14 17:03:37.9520","Broadway & W 41 St","E 30 St & Park Ave S"
485,"2018-03-14 16:55:22.8620","2018-03-14 17:03:28.1020","Broadway & W 41 St","8 Ave & W 52 St"
199,"2018-03-14 16:56:09.5450","2018-03-14 16:59:29.2070","Broadway & W 41 St","6 Ave & W 33 St"
435,"2018-03-14 16:56:31.6500","2018-03-14 17:03:47.3370","Broadway & W 41 St","FDR Drive & E 35 St"
540,"2018-03-14 16:59:28.4850","2018-03-14 17:08:28.9060","Broadway & W 41 St","Lexington Ave & E 24 St"
234,"2018-03-14 17:05:31.0120","2018-03-14 17:09:25.0190","Broadway & W 41 St","8 Ave & W 31 St"
556,"2018-03-14 17:06:51.8220","2018-03-14 17:16:08.4030","Broadway & W 41 St","W 55 St & 6 Ave"
523,"2018-03-14 17:09:01.0050","2018-03-14 17:17:44.1540","Broadway & W 41 St","W 54 St & 9 Ave"
1290,"2018-03-14 17:09:13.0090","2018-03-14 17:30:43.8120","Broadway & W 41 St","E 2 St & Avenue A"
804,"2018-03-14 17:09:49.2840","2018-03-14 17:23:13.7230","Broadway & W 41 St","W 76 St & Columbus Ave"
1108,"2018-03-14 17:10:56.5810","2018-03-14 17:29:24.5810","Broadway & W 41 St","E 53 St & 3 Ave"
581,"2018-03-14 17:14:21.4540","2018-03-14 17:24:02.9010","Broadway & W 41 St","W 33 St & 7 Ave"
223,"2018-03-14 17:21:19.9890","2018-03-14 17:25:03.5380","Broadway & W 41 St","6 Ave & W 33 St"
353,"2018-03-14 17:21:24.6870","2018-03-14 17:27:18.4070","Broadway & W 41 St","W 37 St & 10 Ave"
390,"2018-03-14 17:21:49.5980","2018-03-14 17:28:20.4280","Broadway & W 41 St","W 33 St & 7 Ave"
538,"2018-03-14 17:23:53.8750","2018-03-14 17:32:52.2960","Broadway & W 41 St","E 31 St & 3 Ave"
887,"2018-03-14 17:24:29.6160","2018-03-14 17:39:17.5850","Broadway & W 41 St","W 34 St & 11 Ave"
2837,"2018-03-14 17:28:44.6300","2018-03-14 18:16:01.9120","Broadway & W 41 St","Court St & Nelson St"
647,"2018-03-14 17:32:31.5710","2018-03-14 17:43:19.5470","Broadway & W 41 St","E 25 St & 2 Ave"
226,"2018-03-14 17:35:09.6760","2018-03-14 17:38:56.3330","Broadway & W 41 St","Pershing Square North"
299,"2018-03-14 17:36:21.4970","2018-03-14 17:41:21.4090","Broadway & W 41 St","8 Ave & W 31 St"
1412,"2018-03-14 17:39:13.1610","2018-03-14 18:02:46.0190","Broadway & W 41 St","1 Ave & E 78 St"
401,"2018-03-14 17:40:24.0400","2018-03-14 17:47:05.9850","Broadway & W 41 St","W 53 St & 10 Ave"
704,"2018-03-14 17:41:17.5480","2018-03-14 17:53:02.3460","Broadway & W 41 St","W 18 St & 6 Ave"
442,"2018-03-14 17:45:08.0400","2018-03-14 17:52:30.4960","Broadway & W 41 St","W 20 St & 7 Ave"
502,"2018-03-14 17:45:46.5900","2018-03-14 17:54:08.6630","Broadway & W 41 St","Broadway & W 56 St"
324,"2018-03-14 17:47:51.7100","2018-03-14 17:53:15.8030","Broadway & W 41 St","W 43 St & 10 Ave"
621,"2018-03-14 17:49:23.9360","2018-03-14 17:59:45.0810","Broadway & W 41 St","11 Ave & W 41 St"
137,"2018-03-14 17:54:44.5960","2018-03-14 17:57:02.2000","Broadway & W 41 St","Broadway & W 36 St"
