"tripduration","starttime","stoptime","start station name","end station name"
333,"2018-03-30 22:44:46.3610","2018-03-30 22:50:19.8990","Pershing Square South","2 Ave & E 31 St"
2068,"2018-03-30 23:02:16.4170","2018-03-30 23:36:45.1270","Pershing Square South","West St & Chambers St"
1828,"2018-03-30 23:58:59.2880","2018-03-31 00:29:27.7510","Pershing Square South","43 St & Broadway"
440,"2018-03-31 00:26:06.9010","2018-03-31 00:33:27.4740","Pershing Square South","W 33 St & 7 Ave"
714,"2018-03-31 08:42:33.9520","2018-03-31 08:54:28.8310","Pershing Square South","8 Ave & W 33 St"
518,"2018-03-31 09:12:10.8760","2018-03-31 09:20:49.8350","Pershing Square South","W 45 St & 8 Ave"
897,"2018-03-31 09:40:27.3320","2018-03-31 09:55:24.7000","Pershing Square South","Central Park S & 6 Ave"
316,"2018-03-31 09:50:29.0810","2018-03-31 09:55:45.1590","Pershing Square South","Broadway & W 36 St"
1445,"2018-03-31 10:11:23.2060","2018-03-31 10:35:28.8630","Pershing Square South","5 Ave & E 78 St"
285,"2018-03-31 10:22:59.0410","2018-03-31 10:27:44.8210","Pershing Square South","E 32 St & Park Ave"
582,"2018-03-31 10:39:25.2320","2018-03-31 10:49:07.5350","Pershing Square South","E 24 St & Park Ave S"
551,"2018-03-31 10:39:53.3900","2018-03-31 10:49:04.9520","Pershing Square South","E 24 St & Park Ave S"
1004,"2018-03-31 10:48:40.5550","2018-03-31 11:05:25.1930","Pershing Square South","E 2 St & 2 Ave"
393,"2018-03-31 10:58:26.9020","2018-03-31 11:05:00.3290","Pershing Square South","W 33 St & 7 Ave"
758,"2018-03-31 11:11:06.7550","2018-03-31 11:23:45.7140","Pershing Square South","W 26 St & 10 Ave"
107,"2018-03-31 11:13:06.1380","2018-03-31 11:14:53.2610","Pershing Square South","E 41 St & 5 Ave"
462,"2018-03-31 11:17:54.7170","2018-03-31 11:25:37.4700","Pershing Square South","E 25 St & 2 Ave"
1647,"2018-03-31 11:21:06.9470","2018-03-31 11:48:34.3600","Pershing Square South","Grand St & Greene St"
1546,"2018-03-31 11:22:48.1140","2018-03-31 11:48:34.1750","Pershing Square South","Grand St & Greene St"
1562,"2018-03-31 11:22:49.1030","2018-03-31 11:48:51.4430","Pershing Square South","Grand St & Greene St"
2029,"2018-03-31 11:26:48.8940","2018-03-31 12:00:38.3710","Pershing Square South","E 6 St & Avenue D"
2000,"2018-03-31 11:27:24.4780","2018-03-31 12:00:45.0800","Pershing Square South","E 6 St & Avenue D"
1943,"2018-03-31 11:28:08.6260","2018-03-31 12:00:32.0100","Pershing Square South","E 6 St & Avenue D"
1912,"2018-03-31 11:28:48.5080","2018-03-31 12:00:40.6720","Pershing Square South","E 6 St & Avenue D"
954,"2018-03-31 11:34:08.0640","2018-03-31 11:50:02.4640","Pershing Square South","W 36 St & 9 Ave"
212,"2018-03-31 11:39:01.4690","2018-03-31 11:42:33.8220","Pershing Square South","E 32 St & Park Ave"
476,"2018-03-31 11:40:56.9800","2018-03-31 11:48:53.0400","Pershing Square South","E 55 St & Lexington Ave"
503,"2018-03-31 12:23:51.6840","2018-03-31 12:32:15.3520","Pershing Square South","Broadway & W 41 St"
796,"2018-03-31 12:24:19.8460","2018-03-31 12:37:36.3850","Pershing Square South","W 13 St & 5 Ave"
2848,"2018-03-31 12:37:06.5870","2018-03-31 13:24:34.8290","Pershing Square South","Central Park S & 6 Ave"
2607,"2018-03-31 13:01:18.1240","2018-03-31 13:44:45.6810","Pershing Square South","Pearl St & Hanover Square"
2579,"2018-03-31 13:01:34.0940","2018-03-31 13:44:33.6030","Pershing Square South","Pearl St & Hanover Square"
1432,"2018-03-31 13:19:50.8140","2018-03-31 13:43:43.2980","Pershing Square South","E 66 St & Madison Ave"
181,"2018-03-31 13:19:50.5930","2018-03-31 13:22:51.6770","Pershing Square South","Pershing Square North"
1027,"2018-03-31 13:26:36.2800","2018-03-31 13:43:43.4780","Pershing Square South","E 66 St & Madison Ave"
366,"2018-03-31 13:35:09.3970","2018-03-31 13:41:15.7620","Pershing Square South","Broadway & W 32 St"
1926,"2018-03-31 13:51:21.2740","2018-03-31 14:23:28.1290","Pershing Square South","Lenox Ave & W 111 St"
2265,"2018-03-31 14:44:40.8950","2018-03-31 15:22:26.7090","Pershing Square South","Central Park S & 6 Ave"
2287,"2018-03-31 14:44:42.0950","2018-03-31 15:22:49.4630","Pershing Square South","Central Park S & 6 Ave"
1194,"2018-03-31 15:04:41.5280","2018-03-31 15:24:35.5860","Pershing Square South","W 74 St & Columbus Ave"
62,"2018-03-31 15:08:51.1590","2018-03-31 15:09:53.9520","Pershing Square South","E 41 St & Madison Ave"
134,"2018-03-31 15:15:06.8070","2018-03-31 15:17:21.1070","Pershing Square South","E 41 St & Madison Ave"
794,"2018-03-31 15:20:04.4260","2018-03-31 15:33:18.6130","Pershing Square South","E 17 St & Broadway"
1323,"2018-03-31 15:23:15.2240","2018-03-31 15:45:19.0090","Pershing Square South","Columbus Ave & W 72 St"
565,"2018-03-31 15:27:19.0340","2018-03-31 15:36:44.5830","Pershing Square South","E 17 St & Broadway"
669,"2018-03-31 15:29:25.0810","2018-03-31 15:40:34.4030","Pershing Square South","Central Park S & 6 Ave"
658,"2018-03-31 15:29:36.9310","2018-03-31 15:40:35.0290","Pershing Square South","Central Park S & 6 Ave"
533,"2018-03-31 16:17:45.9600","2018-03-31 16:26:38.9970","Pershing Square South","E 58 St & 1 Ave"
1235,"2018-03-31 16:46:28.8570","2018-03-31 17:07:03.9350","Pershing Square South","Lafayette St & E 8 St"
64250,"2018-03-31 16:46:58.9240","2018-04-01 10:37:49.7710","Pershing Square South","Lafayette St & E 8 St"
266,"2018-03-31 17:13:10.8420","2018-03-31 17:17:37.3100","Pershing Square South","E 33 St & 2 Ave"
1264,"2018-03-31 17:14:24.2640","2018-03-31 17:35:28.6870","Pershing Square South","Perry St & Bleecker St"
963,"2018-03-31 17:30:23.2100","2018-03-31 17:46:27.1880","Pershing Square South","Broadway & W 60 St"
616,"2018-03-31 18:23:37.7920","2018-03-31 18:33:53.7970","Pershing Square South","W 45 St & 8 Ave"
730,"2018-03-31 18:28:52.7650","2018-03-31 18:41:02.8220","Pershing Square South","E 9 St & Avenue C"
673,"2018-03-31 18:47:32.0120","2018-03-31 18:58:45.5790","Pershing Square South","E 15 St & 3 Ave"
1104,"2018-03-31 19:37:18.3560","2018-03-31 19:55:43.2120","Pershing Square South","Carmine St & 6 Ave"
645,"2018-03-31 19:44:06.2570","2018-03-31 19:54:51.5170","Pershing Square South","Broadway & W 56 St"
421,"2018-03-31 21:40:45.2080","2018-03-31 21:47:46.7380","Pershing Square South","W 45 St & 8 Ave"
1807,"2018-03-31 22:46:19.6310","2018-03-31 23:16:27.1520","Pershing Square South","Cadman Plaza E & Red Cross Pl"
1809,"2018-03-31 22:46:19.3680","2018-03-31 23:16:29.0220","Pershing Square South","Cadman Plaza E & Red Cross Pl"
866,"2018-03-01 00:01:06.1640","2018-03-01 00:15:32.2090","Pershing Square North","Bank St & Washington St"
689,"2018-03-01 00:13:51.1950","2018-03-01 00:25:20.4260","Pershing Square North","W 37 St & 10 Ave"
95,"2018-03-01 00:20:51.6420","2018-03-01 00:22:27.4950","Pershing Square North","Pershing Square North"
518,"2018-03-01 00:23:24.3350","2018-03-01 00:32:02.8000","Pershing Square North","W 33 St & 7 Ave"
312,"2018-03-01 01:07:56.3050","2018-03-01 01:13:08.5300","Pershing Square North","E 20 St & Park Ave"
313,"2018-03-01 01:10:04.8370","2018-03-01 01:15:18.6030","Pershing Square North","Broadway & W 32 St"
1224,"2018-03-01 01:46:30.6310","2018-03-01 02:06:54.8510","Pershing Square North","Madison Ave & E 82 St"
413,"2018-03-01 01:50:25.3980","2018-03-01 01:57:18.5450","Pershing Square North","E 25 St & 2 Ave"
497,"2018-03-01 05:06:34.5760","2018-03-01 05:14:52.1910","Pershing Square North","W 41 St & 8 Ave"
864,"2018-03-01 05:44:08.4730","2018-03-01 05:58:32.6750","Pershing Square North","W 18 St & 6 Ave"
311,"2018-03-01 05:50:13.3630","2018-03-01 05:55:24.6380","Pershing Square North","E 24 St & Park Ave S"
359,"2018-03-01 05:51:38.1980","2018-03-01 05:57:38.1300","Pershing Square North","E 33 St & 2 Ave"
829,"2018-03-01 06:12:51.2790","2018-03-01 06:26:41.2540","Pershing Square North","6 Ave & Spring St"
1155,"2018-03-01 06:17:12.7470","2018-03-01 06:36:28.1460","Pershing Square North","W 15 St & 10 Ave"
697,"2018-03-01 06:17:16.1970","2018-03-01 06:28:53.8150","Pershing Square North","W 27 St & 7 Ave"
306,"2018-03-01 06:21:34.4170","2018-03-01 06:26:41.0330","Pershing Square North","W 33 St & 7 Ave"
283,"2018-03-01 06:26:03.5710","2018-03-01 06:30:47.1340","Pershing Square North","Lexington Ave & E 29 St"
884,"2018-03-01 06:32:41.0320","2018-03-01 06:47:25.3430","Pershing Square North","11 Ave & W 27 St"
391,"2018-03-01 06:33:33.4640","2018-03-01 06:40:05.0710","Pershing Square North","E 24 St & Park Ave S"
525,"2018-03-01 06:39:26.5920","2018-03-01 06:48:12.4430","Pershing Square North","W 27 St & 7 Ave"
695,"2018-03-01 06:41:03.8350","2018-03-01 06:52:39.2550","Pershing Square North","11 Ave & W 41 St"
390,"2018-03-01 06:43:52.9770","2018-03-01 06:50:23.2870","Pershing Square North","W 33 St & 7 Ave"
484,"2018-03-01 06:48:21.2890","2018-03-01 06:56:25.8690","Pershing Square North","E 24 St & Park Ave S"
173,"2018-03-01 06:51:03.3050","2018-03-01 06:53:57.0810","Pershing Square North","E 44 St & 2 Ave"
531,"2018-03-01 06:56:33.6890","2018-03-01 07:05:24.7360","Pershing Square North","2 Ave & E 31 St"
1988,"2018-03-01 06:57:50.5920","2018-03-01 07:30:58.6910","Pershing Square North","Front St & Maiden Ln"
299,"2018-03-01 06:59:12.8710","2018-03-01 07:04:12.8220","Pershing Square North","E 24 St & Park Ave S"
2233,"2018-03-01 06:59:44.8900","2018-03-01 07:36:57.9960","Pershing Square North","Centre St & Worth St"
372,"2018-03-01 07:06:43.8300","2018-03-01 07:12:56.1550","Pershing Square North","E 24 St & Park Ave S"
261,"2018-03-01 07:07:04.1940","2018-03-01 07:11:25.4000","Pershing Square North","E 30 St & Park Ave S"
595,"2018-03-01 07:10:12.6220","2018-03-01 07:20:08.1100","Pershing Square North","E 33 St & 2 Ave"
348,"2018-03-01 07:13:22.5190","2018-03-01 07:19:10.5510","Pershing Square North","E 24 St & Park Ave S"
1163,"2018-03-01 07:13:50.9830","2018-03-01 07:33:14.4970","Pershing Square North","Fulton St & Broadway"
483,"2018-03-01 07:14:46.3870","2018-03-01 07:22:50.0430","Pershing Square North","8 Ave & W 33 St"
558,"2018-03-01 07:15:30.5860","2018-03-01 07:24:49.0320","Pershing Square North","8 Ave & W 31 St"
372,"2018-03-01 07:19:34.6470","2018-03-01 07:25:47.4680","Pershing Square North","5 Ave & E 29 St"
541,"2018-03-01 07:19:38.3350","2018-03-01 07:28:39.4170","Pershing Square North","W 24 St & 7 Ave"
324,"2018-03-01 07:20:02.8890","2018-03-01 07:25:27.2020","Pershing Square North","E 24 St & Park Ave S"
298,"2018-03-01 07:20:13.5070","2018-03-01 07:25:12.2520","Pershing Square North","E 24 St & Park Ave S"
1253,"2018-03-01 07:21:53.6350","2018-03-01 07:42:47.4040","Pershing Square North","Fulton St & Broadway"
805,"2018-03-01 07:26:20.2210","2018-03-01 07:39:45.3060","Pershing Square North","E 23 St & 1 Ave"
1410,"2018-03-01 07:26:32.7780","2018-03-01 07:50:03.7340","Pershing Square North","Harrison St & Hudson St"
457,"2018-03-01 07:31:02.2530","2018-03-01 07:38:39.8280","Pershing Square North","E 24 St & Park Ave S"
305,"2018-03-01 07:32:18.6290","2018-03-01 07:37:23.9620","Pershing Square North","E 33 St & 2 Ave"
246,"2018-03-01 07:33:32.9270","2018-03-01 07:37:39.3540","Pershing Square North","W 43 St & 6 Ave"
2256,"2018-03-01 07:34:57.3520","2018-03-01 08:12:33.8590","Pershing Square North","Broadway & Battery Pl"
519,"2018-03-01 07:36:41.4120","2018-03-01 07:45:20.6950","Pershing Square North","8 Ave & W 33 St"
162,"2018-03-01 07:36:41.6820","2018-03-01 07:39:24.4160","Pershing Square North","E 39 St & 2 Ave"
1071,"2018-03-01 07:38:01.1700","2018-03-01 07:55:52.6830","Pershing Square North","6 Ave & Spring St"
328,"2018-03-01 07:38:04.6080","2018-03-01 07:43:32.9530","Pershing Square North","Broadway & W 29 St"
279,"2018-03-01 07:38:33.8520","2018-03-01 07:43:13.5160","Pershing Square North","E 30 St & Park Ave S"
345,"2018-03-01 07:39:52.2170","2018-03-01 07:45:37.9560","Pershing Square North","E 33 St & 2 Ave"
496,"2018-03-01 07:41:10.3980","2018-03-01 07:49:27.2860","Pershing Square North","E 20 St & Park Ave"
480,"2018-03-01 07:43:22.8490","2018-03-01 07:51:23.6730","Pershing Square North","8 Ave & W 33 St"
783,"2018-03-01 07:44:13.2190","2018-03-01 07:57:16.9080","Pershing Square North","W 20 St & 8 Ave"
334,"2018-03-01 07:48:27.8440","2018-03-01 07:54:02.7650","Pershing Square North","6 Ave & W 33 St"
633,"2018-03-01 07:49:46.2820","2018-03-01 08:00:20.0200","Pershing Square North","3 Ave & E 62 St"
1993,"2018-03-01 07:53:10.5200","2018-03-01 08:26:24.4950","Pershing Square North","South St & Gouverneur Ln"
625,"2018-03-01 07:54:47.2120","2018-03-01 08:05:12.3870","Pershing Square North","Broadway & W 36 St"
586,"2018-03-01 07:55:10.1010","2018-03-01 08:04:57.0920","Pershing Square North","E 16 St & Irving Pl"
502,"2018-03-01 07:55:46.3190","2018-03-01 08:04:08.8220","Pershing Square North","Broadway & W 49 St"
459,"2018-03-01 07:55:56.9370","2018-03-01 08:03:36.6110","Pershing Square North","W 52 St & 6 Ave"
833,"2018-03-01 07:56:04.9610","2018-03-01 08:09:58.8510","Pershing Square North","Christopher St & Greenwich St"
559,"2018-03-01 07:57:34.1110","2018-03-01 08:06:53.3970","Pershing Square North","8 Ave & W 33 St"
418,"2018-03-01 07:57:59.7090","2018-03-01 08:04:57.8160","Pershing Square North","Broadway & E 22 St"
2000,"2018-03-01 07:58:19.7810","2018-03-01 08:31:40.7200","Pershing Square North","Cliff St & Fulton St_1"
275,"2018-03-01 07:59:07.7690","2018-03-01 08:03:43.6840","Pershing Square North","E 32 St & Park Ave"
596,"2018-03-01 08:00:49.0160","2018-03-01 08:10:45.3920","Pershing Square North","8 Ave & W 33 St"
367,"2018-03-01 08:01:14.0400","2018-03-01 08:07:21.6210","Pershing Square North","Broadway & W 32 St"
573,"2018-03-01 08:01:30.5720","2018-03-01 08:11:04.3570","Pershing Square North","W 21 St & 6 Ave"
387,"2018-03-01 08:01:59.4880","2018-03-01 08:08:27.1740","Pershing Square North","Broadway & W 32 St"
480,"2018-03-01 08:02:17.5370","2018-03-01 08:10:17.5930","Pershing Square North","E 24 St & Park Ave S"
1664,"2018-03-01 08:03:27.3650","2018-03-01 08:31:12.0060","Pershing Square North","Old Slip & Front St"
1551,"2018-03-01 08:06:35.1450","2018-03-01 08:32:26.1770","Pershing Square North","Broadway & Battery Pl"
379,"2018-03-01 08:06:35.6900","2018-03-01 08:12:54.9560","Pershing Square North","E 24 St & Park Ave S"
388,"2018-03-01 08:11:05.1010","2018-03-01 08:17:33.6190","Pershing Square North","W 31 St & 7 Ave"
652,"2018-03-01 08:11:32.5890","2018-03-01 08:22:24.9690","Pershing Square North","W 27 St & 7 Ave"
800,"2018-03-01 08:12:07.5030","2018-03-01 08:25:28.1440","Pershing Square North","MacDougal St & Prince St"
312,"2018-03-01 08:12:21.7170","2018-03-01 08:17:34.6260","Pershing Square North","W 41 St & 8 Ave"
1062,"2018-03-01 08:12:30.7140","2018-03-01 08:30:13.6990","Pershing Square North","Washington St & Gansevoort St"
862,"2018-03-01 08:12:43.5410","2018-03-01 08:27:06.0080","Pershing Square North","Mercer St & Bleecker St"
1494,"2018-03-01 08:13:17.5500","2018-03-01 08:38:11.7230","Pershing Square North","Warren St & Church St"
1172,"2018-03-01 08:17:33.0400","2018-03-01 08:37:05.4910","Pershing Square North","LaGuardia Pl & W 3 St"
236,"2018-03-01 08:18:17.5540","2018-03-01 08:22:14.4530","Pershing Square North","W 37 St & 5 Ave"
340,"2018-03-01 08:18:55.1550","2018-03-01 08:24:35.6620","Pershing Square North","Broadway & W 41 St"
708,"2018-03-01 08:19:58.8560","2018-03-01 08:31:47.4430","Pershing Square North","Lafayette St & E 8 St"
1086,"2018-03-01 08:21:17.8660","2018-03-01 08:39:24.1200","Pershing Square North","6 Ave & Canal St"
337,"2018-03-01 08:21:27.2680","2018-03-01 08:27:04.7910","Pershing Square North","5 Ave & E 29 St"
1055,"2018-03-01 08:22:28.6690","2018-03-01 08:40:03.9320","Pershing Square North","Lafayette St & E 8 St"
500,"2018-03-01 08:23:06.2820","2018-03-01 08:31:27.2010","Pershing Square North","E 55 St & Lexington Ave"
1002,"2018-03-01 08:23:07.2290","2018-03-01 08:39:49.3440","Pershing Square North","6 Ave & Canal St"
378,"2018-03-01 08:23:17.9740","2018-03-01 08:29:36.0400","Pershing Square North","E 30 St & Park Ave S"
2056,"2018-03-01 08:24:07.1450","2018-03-01 08:58:23.3260","Pershing Square North","Cadman Plaza West & Montague St"
995,"2018-03-01 08:24:54.6530","2018-03-01 08:41:30.5490","Pershing Square North","Carmine St & 6 Ave"
294,"2018-03-01 08:26:08.2510","2018-03-01 08:31:02.6340","Pershing Square North","E 32 St & Park Ave"
900,"2018-03-01 08:26:33.8250","2018-03-01 08:41:34.4260","Pershing Square North","8 Ave & W 33 St"
406,"2018-03-01 08:28:07.8140","2018-03-01 08:34:54.1420","Pershing Square North","E 31 St & 3 Ave"
495,"2018-03-01 08:28:56.2280","2018-03-01 08:37:11.3540","Pershing Square North","5 Ave & E 29 St"
690,"2018-03-01 08:30:27.2460","2018-03-01 08:41:57.9460","Pershing Square North","Lafayette St & E 8 St"
218,"2018-03-01 08:30:27.8520","2018-03-01 08:34:06.5380","Pershing Square North","E 32 St & Park Ave"
1144,"2018-03-01 08:31:05.4870","2018-03-01 08:50:09.8270","Pershing Square North","6 Ave & Canal St"
883,"2018-03-01 08:31:24.7110","2018-03-01 08:46:08.0080","Pershing Square North","W 17 St & 9 Ave"
339,"2018-03-01 08:33:03.5840","2018-03-01 08:38:43.3660","Pershing Square North","E 24 St & Park Ave S"
537,"2018-03-01 08:33:32.8470","2018-03-01 08:42:30.4210","Pershing Square North","W 31 St & 7 Ave"
303,"2018-03-01 08:33:59.2840","2018-03-01 08:39:02.6380","Pershing Square North","Broadway & W 37 St"
1607,"2018-03-01 08:34:10.2820","2018-03-01 09:00:58.2230","Pershing Square North","MacDougal St & Prince St"
1264,"2018-03-01 08:34:39.0120","2018-03-01 08:55:43.2300","Pershing Square North","6 Ave & Canal St"
1232,"2018-03-01 08:35:36.8160","2018-03-01 08:56:09.0350","Pershing Square North","W 16 St & 8 Ave"
537,"2018-03-01 08:36:37.6820","2018-03-01 08:45:35.1860","Pershing Square North","Broadway & E 14 St"
268,"2018-03-01 08:38:11.7360","2018-03-01 08:42:40.1260","Pershing Square North","E 30 St & Park Ave S"
473,"2018-03-01 08:38:23.7860","2018-03-01 08:46:17.4870","Pershing Square North","E 24 St & Park Ave S"
1513,"2018-03-01 08:39:20.1650","2018-03-01 09:04:33.4680","Pershing Square North","Liberty St & Broadway"
1543,"2018-03-01 08:39:45.5060","2018-03-01 09:05:28.6270","Pershing Square North","Jay St & Tech Pl"
617,"2018-03-01 08:40:53.0190","2018-03-01 08:51:10.6050","Pershing Square North","8 Ave & W 33 St"
1233,"2018-03-01 08:41:28.7530","2018-03-01 09:02:02.1950","Pershing Square North","6 Ave & Canal St"
624,"2018-03-01 08:42:18.3720","2018-03-01 08:52:42.4370","Pershing Square North","6 Ave & W 33 St"
733,"2018-03-01 08:43:58.8420","2018-03-01 08:56:12.5940","Pershing Square North","E 58 St & Madison Ave"
273,"2018-03-01 08:44:04.2480","2018-03-01 08:48:38.0600","Pershing Square North","Broadway & W 36 St"
713,"2018-03-01 08:45:32.9320","2018-03-01 08:57:26.1380","Pershing Square North","E 16 St & 5 Ave"
1297,"2018-03-01 08:46:27.1010","2018-03-01 09:08:05.0740","Pershing Square North","Centre St & Worth St"
399,"2018-03-01 08:46:49.4430","2018-03-01 08:53:29.3700","Pershing Square North","E 24 St & Park Ave S"
996,"2018-03-01 08:46:59.8570","2018-03-01 09:03:36.6210","Pershing Square North","W 22 St & 10 Ave"
1487,"2018-03-01 08:47:19.6660","2018-03-01 09:12:06.9890","Pershing Square North","Bayard St & Baxter St"
1282,"2018-03-01 08:49:59.0900","2018-03-01 09:11:21.6910","Pershing Square North","Cleveland Pl & Spring St"
549,"2018-03-01 08:50:10.6780","2018-03-01 08:59:20.3150","Pershing Square North","W 31 St & 7 Ave"
361,"2018-03-01 08:50:38.9480","2018-03-01 08:56:40.4770","Pershing Square North","E 30 St & Park Ave S"
588,"2018-03-01 08:51:00.6830","2018-03-01 09:00:49.6770","Pershing Square North","W 18 St & 6 Ave"
796,"2018-03-01 08:51:50.4590","2018-03-01 09:05:07.1440","Pershing Square North","W 20 St & 7 Ave"
345,"2018-03-01 08:51:56.8540","2018-03-01 08:57:42.6790","Pershing Square North","Broadway & W 32 St"
602,"2018-03-01 08:52:58.5230","2018-03-01 09:03:01.1780","Pershing Square North","W 27 St & 7 Ave"
390,"2018-03-01 08:53:24.4180","2018-03-01 08:59:55.3770","Pershing Square North","5 Ave & E 29 St"
850,"2018-03-01 08:55:19.3260","2018-03-01 09:09:30.1060","Pershing Square North","9 Ave & W 22 St"
358,"2018-03-01 08:55:46.2240","2018-03-01 09:01:44.8440","Pershing Square North","E 30 St & Park Ave S"
606,"2018-03-01 08:56:30.4710","2018-03-01 09:06:37.3610","Pershing Square North","Broadway & E 22 St"
569,"2018-03-01 08:57:40.3940","2018-03-01 09:07:10.3310","Pershing Square North","W 25 St & 6 Ave"
1274,"2018-03-01 08:57:49.6120","2018-03-01 09:19:04.3860","Pershing Square North","Greenwich St & W Houston St"
455,"2018-03-01 08:58:00.8300","2018-03-01 09:05:36.0440","Pershing Square North","Broadway & W 29 St"
410,"2018-03-01 08:58:03.8280","2018-03-01 09:04:54.0100","Pershing Square North","E 20 St & Park Ave"
294,"2018-03-01 08:58:59.6680","2018-03-01 09:03:54.3620","Pershing Square North","E 30 St & Park Ave S"
850,"2018-03-01 08:59:50.1040","2018-03-01 09:14:01.0590","Pershing Square North","Forsyth St & Broome St"
982,"2018-03-01 08:59:57.0590","2018-03-01 09:16:19.8650","Pershing Square North","Broadway & W 58 St"
794,"2018-03-01 09:00:29.3570","2018-03-01 09:13:44.0990","Pershing Square North","W 27 St & 10 Ave"
171,"2018-03-01 09:00:36.1290","2018-03-01 09:03:27.3820","Pershing Square North","E 48 St & 3 Ave"
647,"2018-03-01 09:01:05.0930","2018-03-01 09:11:53.0550","Pershing Square North","W 26 St & 8 Ave"
522,"2018-03-01 09:02:11.2830","2018-03-01 09:10:53.8960","Pershing Square North","12 Ave & W 40 St"
554,"2018-03-01 09:03:32.9700","2018-03-01 09:12:47.8960","Pershing Square North","E 20 St & Park Ave"
270,"2018-03-01 09:04:10.5460","2018-03-01 09:08:41.4970","Pershing Square North","E 30 St & Park Ave S"
399,"2018-03-01 09:04:24.1060","2018-03-01 09:11:03.8920","Pershing Square North","Lexington Ave & E 29 St"
300,"2018-03-01 09:05:00.6200","2018-03-01 09:10:01.1010","Pershing Square North","E 32 St & Park Ave"
2171,"2018-03-01 09:05:19.0870","2018-03-01 09:41:30.5830","Pershing Square North","West Thames St"
456,"2018-03-01 09:05:32.9210","2018-03-01 09:13:09.7970","Pershing Square North","Broadway & W 32 St"
879,"2018-03-01 09:06:37.5900","2018-03-01 09:21:17.0450","Pershing Square North","W 13 St & Hudson St"
420,"2018-03-01 09:06:52.7780","2018-03-01 09:13:53.2230","Pershing Square North","Lexington Ave & E 24 St"
923,"2018-03-01 09:06:53.5250","2018-03-01 09:22:17.2430","Pershing Square North","W 13 St & 5 Ave"
405,"2018-03-01 09:08:00.8820","2018-03-01 09:14:46.7320","Pershing Square North","5 Ave & E 29 St"
348,"2018-03-01 09:08:13.7650","2018-03-01 09:14:02.4410","Pershing Square North","E 33 St & 5 Ave"
1174,"2018-03-01 09:09:33.0540","2018-03-01 09:29:07.8850","Pershing Square North","Franklin St & W Broadway"
280,"2018-03-01 09:09:57.5610","2018-03-01 09:14:38.1180","Pershing Square North","5 Ave & E 29 St"
416,"2018-03-01 09:11:02.2900","2018-03-01 09:17:59.2480","Pershing Square North","Broadway & W 32 St"
492,"2018-03-01 09:11:04.8400","2018-03-01 09:19:17.4960","Pershing Square North","E 20 St & Park Ave"
2219,"2018-03-01 09:12:52.0080","2018-03-01 09:49:51.3980","Pershing Square North","Maiden Ln & Pearl St"
193,"2018-03-01 09:12:54.5330","2018-03-01 09:16:07.7050","Pershing Square North","E 39 St & 3 Ave"
285,"2018-03-01 09:13:26.0660","2018-03-01 09:18:11.2690","Pershing Square North","Broadway & W 41 St"
1016,"2018-03-01 09:15:09.2370","2018-03-01 09:32:05.7050","Pershing Square North","Lispenard St & Broadway"
794,"2018-03-01 09:15:33.2310","2018-03-01 09:28:47.4390","Pershing Square North","W 15 St & 7 Ave"
552,"2018-03-01 09:16:05.1320","2018-03-01 09:25:17.6100","Pershing Square North","E 55 St & 3 Ave"
598,"2018-03-01 09:17:05.2700","2018-03-01 09:27:03.8010","Pershing Square North","E 16 St & 5 Ave"
1054,"2018-03-01 09:18:04.6480","2018-03-01 09:35:39.2470","Pershing Square North","W 17 St & 9 Ave"
568,"2018-03-01 09:18:45.4850","2018-03-01 09:28:14.2840","Pershing Square North","Broadway & E 22 St"
1076,"2018-03-01 09:19:51.0840","2018-03-01 09:37:47.4570","Pershing Square North","E 20 St & Park Ave"
516,"2018-03-01 09:19:55.9890","2018-03-01 09:28:32.5010","Pershing Square North","E 17 St & Broadway"
494,"2018-03-01 09:20:24.3240","2018-03-01 09:28:38.3400","Pershing Square North","Broadway & E 22 St"
893,"2018-03-01 09:20:26.6530","2018-03-01 09:35:20.0270","Pershing Square North","MacDougal St & Prince St"
556,"2018-03-01 09:20:37.6410","2018-03-01 09:29:54.3480","Pershing Square North","W 27 St & 7 Ave"
731,"2018-03-01 09:20:49.6850","2018-03-01 09:33:01.0450","Pershing Square North","Broadway & E 22 St"
616,"2018-03-01 09:21:26.6910","2018-03-01 09:31:43.5720","Pershing Square North","Broadway & E 22 St"
411,"2018-03-01 09:22:01.0100","2018-03-01 09:28:52.2060","Pershing Square North","W 25 St & 6 Ave"
1051,"2018-03-01 09:25:19.2360","2018-03-01 09:42:50.8960","Pershing Square North","W 16 St & 8 Ave"
537,"2018-03-01 09:25:18.6950","2018-03-01 09:34:16.2900","Pershing Square North","W 27 St & 7 Ave"
614,"2018-03-01 09:26:05.5330","2018-03-01 09:36:19.7490","Pershing Square North","5 Ave & E 63 St"
508,"2018-03-01 09:26:48.5060","2018-03-01 09:35:16.7020","Pershing Square North","E 16 St & 5 Ave"
279,"2018-03-01 09:27:33.3380","2018-03-01 09:32:12.9730","Pershing Square North","E 33 St & 5 Ave"
306,"2018-03-01 09:31:43.2280","2018-03-01 09:36:49.8370","Pershing Square North","E 32 St & Park Ave"
249,"2018-03-01 09:34:07.2490","2018-03-01 09:38:16.4110","Pershing Square North","E 32 St & Park Ave"
214,"2018-03-01 09:36:14.1890","2018-03-01 09:39:48.3940","Pershing Square North","E 30 St & Park Ave S"
